point_A,point_B,heure_depart,jour_semaine,meteo,moyen_transport,distance_km,indice_trafic,duree_min,prob_accident
Calavi,Etoile,21,Semaine,Forte Pluie,Zem,12.72,1.53,66.8,0.16
Calavi,Cadjehoun,19,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Zongo,Fidjrosse,19,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Calavi,Akpakpa,14,Semaine,Ensoleillé,Zem,14.46,1.5,37.3,0.04
Fidjrosse,Cadjehoun,3,Semaine,Ensoleillé,Zem,3.92,1.16,7.8,0.04
Etoile,Zongo,8,Semaine,Ensoleillé,Zem,1.45,3.56,8.8,0.04
Zongo,Akpakpa,6,Semaine,Ensoleillé,Zem,3.38,1.21,7.0,0.04
Fidjrosse,Cadjehoun,18,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Fidjrosse,Cadjehoun,18,Weekend,Forte Pluie,Voiture,3.92,1.0,10.5,0.02
Akpakpa,Fidjrosse,5,Semaine,Pluie Légère,Zem,10.0,1.59,34.0,0.04
Calavi,Fidjrosse,5,Semaine,Pluie Légère,Bus,9.53,1.13,26.8,0.005
Cadjehoun,Zongo,19,Semaine,Pluie Légère,Voiture,2.81,2.83,13.3,0.01
Zongo,Calavi,14,Semaine,Pluie Légère,Zem,12.45,1.31,35.1,0.04
Etoile,Fidjrosse,8,Semaine,Ensoleillé,Zem,7.91,3.68,49.9,0.04
Cadjehoun,Calavi,3,Weekend,Pluie Légère,Zem,11.27,1.0,24.2,0.04
Zongo,Akpakpa,17,Semaine,Pluie Légère,Zem,3.38,3.58,25.9,0.04
Cadjehoun,Akpakpa,17,Semaine,Pluie Légère,Voiture,6.19,2.87,29.6,0.01
Akpakpa,Fidjrosse,19,Semaine,Forte Pluie,Voiture,10.0,3.22,85.8,0.02
Zongo,Etoile,22,Semaine,Forte Pluie,Voiture,1.45,1.52,5.9,0.02
Akpakpa,Calavi,10,Semaine,Ensoleillé,Voiture,14.46,1.11,21.4,0.01
Akpakpa,Fidjrosse,4,Semaine,Ensoleillé,Voiture,10.0,1.5,20.0,0.01
Akpakpa,Zongo,21,Semaine,Ensoleillé,Zem,3.38,1.57,9.1,0.04
Fidjrosse,Cadjehoun,3,Weekend,Forte Pluie,Voiture,3.92,1.0,10.5,0.02
Calavi,Zongo,11,Semaine,Ensoleillé,Zem,12.45,1.12,23.8,0.04
Fidjrosse,Calavi,1,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Calavi,Fidjrosse,12,Semaine,Ensoleillé,Zem,9.53,1.12,18.3,0.04
Akpakpa,Calavi,9,Semaine,Ensoleillé,Zem,14.46,2.82,69.9,0.04
Zongo,Cadjehoun,8,Semaine,Pluie Légère,Zem,2.81,2.36,14.2,0.04
Calavi,Akpakpa,9,Semaine,Ensoleillé,Zem,14.46,3.06,75.9,0.04
Etoile,Akpakpa,6,Weekend,Forte Pluie,Zem,2.12,1.0,7.3,0.16
Etoile,Calavi,3,Weekend,Pluie Légère,Voiture,12.72,1.0,21.2,0.01
Cadjehoun,Etoile,18,Weekend,Pluie Légère,Zem,4.18,1.0,9.0,0.04
Calavi,Fidjrosse,9,Weekend,Ensoleillé,Voiture,9.53,1.0,12.7,0.01
Zongo,Fidjrosse,2,Semaine,Ensoleillé,Zem,6.66,1.46,16.7,0.04
Fidjrosse,Akpakpa,20,Semaine,Ensoleillé,Zem,10.0,1.38,23.7,0.04
Akpakpa,Zongo,18,Semaine,Ensoleillé,Zem,3.38,2.55,14.8,0.04
Etoile,Zongo,1,Weekend,Forte Pluie,Voiture,1.45,1.0,3.9,0.02
Fidjrosse,Zongo,19,Semaine,Ensoleillé,Zem,6.66,3.38,38.6,0.04
Fidjrosse,Calavi,9,Weekend,Ensoleillé,Bus,9.53,1.0,19.1,0.005
Calavi,Akpakpa,1,Semaine,Ensoleillé,Zem,14.46,1.44,35.8,0.04
Etoile,Akpakpa,23,Semaine,Forte Pluie,Voiture,2.12,1.57,8.9,0.02
Zongo,Calavi,16,Semaine,Ensoleillé,Zem,12.45,1.17,25.0,0.04
Fidjrosse,Etoile,15,Weekend,Ensoleillé,Voiture,7.91,1.0,10.5,0.01
Akpakpa,Zongo,15,Semaine,Pluie Légère,Voiture,3.38,1.45,8.1,0.01
Zongo,Calavi,13,Semaine,Ensoleillé,Zem,12.45,1.56,33.2,0.04
Calavi,Fidjrosse,6,Semaine,Ensoleillé,Zem,9.53,1.35,22.1,0.04
Etoile,Cadjehoun,20,Semaine,Ensoleillé,Zem,4.18,1.28,9.2,0.04
Calavi,Etoile,10,Semaine,Ensoleillé,Zem,12.72,1.19,25.8,0.04
Zongo,Akpakpa,10,Semaine,Pluie Légère,Zem,3.38,1.53,11.1,0.04
Fidjrosse,Calavi,20,Weekend,Pluie Légère,Voiture,9.53,1.0,15.9,0.01
Fidjrosse,Cadjehoun,3,Semaine,Pluie Légère,Zem,3.92,1.3,10.9,0.04
Cadjehoun,Etoile,14,Semaine,Ensoleillé,Voiture,4.18,1.56,8.7,0.01
Calavi,Etoile,17,Semaine,Ensoleillé,Voiture,12.72,3.73,63.2,0.01
Etoile,Cadjehoun,11,Semaine,Pluie Légère,Voiture,4.18,1.29,9.0,0.01
Akpakpa,Fidjrosse,16,Weekend,Pluie Légère,Zem,10.0,1.0,21.4,0.04
Zongo,Fidjrosse,0,Weekend,Pluie Légère,Zem,6.66,1.0,14.3,0.04
Cadjehoun,Etoile,10,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Akpakpa,Etoile,0,Semaine,Forte Pluie,Bus,2.12,1.39,11.8,0.01
Cadjehoun,Akpakpa,14,Semaine,Ensoleillé,Voiture,6.19,1.11,9.2,0.01
Calavi,Fidjrosse,20,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Fidjrosse,Cadjehoun,9,Semaine,Ensoleillé,Zem,3.92,2.67,18.0,0.04
Zongo,Fidjrosse,6,Semaine,Ensoleillé,Bus,6.66,1.46,19.4,0.005
Calavi,Akpakpa,1,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Akpakpa,Calavi,9,Semaine,Pluie Légère,Zem,14.46,3.42,106.0,0.04
Akpakpa,Etoile,23,Semaine,Pluie Légère,Zem,2.12,1.28,5.8,0.04
Akpakpa,Etoile,3,Semaine,Pluie Légère,Bus,2.12,1.5,8.0,0.005
Akpakpa,Cadjehoun,18,Semaine,Pluie Légère,Zem,6.19,2.62,34.8,0.04
Cadjehoun,Etoile,10,Semaine,Ensoleillé,Voiture,4.18,1.33,7.4,0.01
Calavi,Zongo,7,Semaine,Ensoleillé,Zem,12.45,3.05,65.1,0.04
Zongo,Etoile,17,Semaine,Ensoleillé,Voiture,1.45,2.81,5.4,0.01
Fidjrosse,Zongo,10,Semaine,Ensoleillé,Voiture,6.66,1.58,14.0,0.01
Fidjrosse,Akpakpa,10,Weekend,Ensoleillé,Zem,10.0,1.0,17.1,0.04
Calavi,Akpakpa,12,Semaine,Ensoleillé,Voiture,14.46,1.45,27.9,0.01
Calavi,Etoile,2,Semaine,Ensoleillé,Bus,12.72,1.37,34.8,0.005
Fidjrosse,Zongo,2,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Zongo,Cadjehoun,21,Semaine,Ensoleillé,Bus,2.81,1.36,7.6,0.005
Akpakpa,Etoile,1,Weekend,Pluie Légère,Bus,2.12,1.0,5.3,0.005
Etoile,Fidjrosse,16,Semaine,Ensoleillé,Zem,7.91,1.18,16.0,0.04
Calavi,Fidjrosse,15,Semaine,Pluie Légère,Bus,9.53,1.29,30.6,0.005
Etoile,Calavi,21,Semaine,Forte Pluie,Voiture,12.72,1.44,48.7,0.02
Zongo,Fidjrosse,19,Weekend,Pluie Légère,Zem,6.66,1.0,14.3,0.04
Calavi,Akpakpa,5,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Akpakpa,Calavi,9,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Zongo,Cadjehoun,0,Semaine,Ensoleillé,Voiture,2.81,1.56,5.9,0.01
Fidjrosse,Etoile,12,Semaine,Ensoleillé,Zem,7.91,1.51,20.4,0.04
Akpakpa,Etoile,23,Semaine,Ensoleillé,Voiture,2.12,1.25,3.5,0.01
Etoile,Akpakpa,21,Semaine,Ensoleillé,Bus,2.12,1.32,5.6,0.005
Calavi,Etoile,9,Semaine,Forte Pluie,Bus,12.72,2.35,119.5,0.01
Cadjehoun,Akpakpa,14,Semaine,Pluie Légère,Zem,6.19,1.15,15.3,0.04
Cadjehoun,Zongo,4,Semaine,Ensoleillé,Zem,2.81,1.34,6.4,0.04
Zongo,Cadjehoun,21,Semaine,Forte Pluie,Zem,2.81,1.37,13.2,0.16
Fidjrosse,Zongo,15,Semaine,Ensoleillé,Voiture,6.66,1.23,10.9,0.01
Cadjehoun,Calavi,12,Weekend,Pluie Légère,Zem,11.27,1.0,24.2,0.04
Akpakpa,Fidjrosse,21,Semaine,Ensoleillé,Voiture,10.0,1.42,19.0,0.01
Calavi,Fidjrosse,19,Semaine,Ensoleillé,Zem,9.53,3.47,56.6,0.04
Calavi,Fidjrosse,17,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Zongo,Cadjehoun,15,Weekend,Ensoleillé,Voiture,2.81,1.0,3.7,0.01
Etoile,Fidjrosse,1,Semaine,Ensoleillé,Zem,7.91,1.25,16.9,0.04
Zongo,Calavi,1,Semaine,Forte Pluie,Zem,12.45,1.48,63.1,0.16
Zongo,Calavi,11,Semaine,Ensoleillé,Zem,12.45,1.2,25.7,0.04
Zongo,Fidjrosse,7,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Etoile,Fidjrosse,8,Semaine,Pluie Légère,Voiture,7.91,3.18,41.9,0.01
Etoile,Cadjehoun,11,Semaine,Pluie Légère,Zem,4.18,1.5,13.4,0.04
Zongo,Fidjrosse,8,Semaine,Forte Pluie,Voiture,6.66,3.17,56.2,0.02
Fidjrosse,Calavi,1,Semaine,Ensoleillé,Zem,9.53,1.55,25.4,0.04
Fidjrosse,Zongo,19,Semaine,Ensoleillé,Zem,6.66,2.31,26.3,0.04
Etoile,Zongo,6,Weekend,Pluie Légère,Voiture,1.45,1.0,2.4,0.01
Etoile,Calavi,1,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Fidjrosse,Zongo,18,Semaine,Ensoleillé,Zem,6.66,3.26,37.2,0.04
Fidjrosse,Cadjehoun,3,Weekend,Forte Pluie,Voiture,3.92,1.0,10.5,0.02
Etoile,Zongo,21,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Fidjrosse,Cadjehoun,1,Weekend,Forte Pluie,Zem,3.92,1.0,13.5,0.16
Calavi,Etoile,13,Semaine,Forte Pluie,Zem,12.72,1.38,60.2,0.16
Cadjehoun,Zongo,1,Semaine,Ensoleillé,Voiture,2.81,1.43,5.4,0.01
Calavi,Fidjrosse,14,Semaine,Ensoleillé,Zem,9.53,1.52,24.8,0.04
Cadjehoun,Etoile,4,Semaine,Ensoleillé,Voiture,4.18,1.46,8.2,0.01
Calavi,Cadjehoun,19,Semaine,Ensoleillé,Zem,11.27,3.62,70.0,0.04
Fidjrosse,Etoile,6,Semaine,Ensoleillé,Voiture,7.91,1.24,13.1,0.01
Etoile,Akpakpa,23,Semaine,Ensoleillé,Zem,2.12,1.29,4.7,0.04
Cadjehoun,Akpakpa,20,Semaine,Ensoleillé,Zem,6.19,1.41,15.0,0.04
Calavi,Zongo,13,Weekend,Ensoleillé,Voiture,12.45,1.0,16.6,0.01
Cadjehoun,Fidjrosse,13,Semaine,Ensoleillé,Zem,3.92,1.38,9.3,0.04
Akpakpa,Calavi,4,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Akpakpa,Etoile,17,Semaine,Ensoleillé,Zem,2.12,3.93,14.3,0.04
Etoile,Akpakpa,23,Semaine,Ensoleillé,Zem,2.12,1.19,4.3,0.04
Fidjrosse,Zongo,13,Weekend,Forte Pluie,Zem,6.66,1.0,22.8,0.16
Etoile,Calavi,1,Semaine,Forte Pluie,Zem,12.72,1.28,55.6,0.16
Etoile,Zongo,21,Semaine,Pluie Légère,Voiture,1.45,1.39,3.3,0.01
Etoile,Zongo,23,Semaine,Ensoleillé,Zem,1.45,1.53,3.8,0.04
Zongo,Akpakpa,5,Semaine,Pluie Légère,Zem,3.38,1.56,11.3,0.04
Zongo,Akpakpa,3,Semaine,Ensoleillé,Zem,3.38,1.27,7.3,0.04
Cadjehoun,Zongo,12,Semaine,Pluie Légère,Voiture,2.81,1.13,5.3,0.01
Akpakpa,Cadjehoun,3,Semaine,Ensoleillé,Bus,6.19,1.31,16.2,0.005
Etoile,Zongo,21,Semaine,Pluie Légère,Voiture,1.45,1.3,3.1,0.01
Cadjehoun,Calavi,13,Semaine,Ensoleillé,Voiture,11.27,1.59,23.9,0.01
Akpakpa,Zongo,15,Semaine,Ensoleillé,Voiture,3.38,1.32,5.9,0.01
Calavi,Fidjrosse,3,Semaine,Pluie Légère,Zem,9.53,1.25,25.6,0.04
Zongo,Fidjrosse,0,Semaine,Ensoleillé,Voiture,6.66,1.28,11.4,0.01
Calavi,Cadjehoun,12,Semaine,Ensoleillé,Zem,11.27,1.3,25.1,0.04
Akpakpa,Cadjehoun,3,Semaine,Ensoleillé,Voiture,6.19,1.51,12.5,0.01
Calavi,Zongo,19,Weekend,Ensoleillé,Voiture,12.45,1.0,16.6,0.01
Akpakpa,Cadjehoun,5,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Calavi,Akpakpa,2,Semaine,Ensoleillé,Voiture,14.46,1.14,22.0,0.01
Zongo,Calavi,12,Weekend,Pluie Légère,Voiture,12.45,1.0,20.7,0.01
Cadjehoun,Etoile,15,Semaine,Pluie Légère,Voiture,4.18,1.26,8.8,0.01
Calavi,Zongo,4,Semaine,Pluie Légère,Bus,12.45,1.58,49.3,0.005
Calavi,Fidjrosse,20,Weekend,Forte Pluie,Zem,9.53,1.0,32.7,0.16
Akpakpa,Etoile,7,Semaine,Pluie Légère,Zem,2.12,2.48,11.2,0.04
Akpakpa,Fidjrosse,18,Semaine,Pluie Légère,Zem,10.0,3.54,75.8,0.04
Calavi,Akpakpa,13,Weekend,Ensoleillé,Bus,14.46,1.0,28.9,0.005
Fidjrosse,Etoile,6,Semaine,Pluie Légère,Bus,7.91,1.28,25.3,0.005
Akpakpa,Fidjrosse,5,Semaine,Pluie Légère,Zem,10.0,1.39,29.8,0.04
Akpakpa,Cadjehoun,15,Weekend,Pluie Légère,Voiture,6.19,1.0,10.3,0.01
Cadjehoun,Fidjrosse,16,Semaine,Pluie Légère,Zem,3.92,1.15,9.7,0.04
Akpakpa,Fidjrosse,22,Semaine,Ensoleillé,Zem,10.0,1.25,21.5,0.04
Cadjehoun,Akpakpa,6,Semaine,Forte Pluie,Bus,6.19,1.35,33.4,0.01
Akpakpa,Fidjrosse,13,Weekend,Pluie Légère,Zem,10.0,1.0,21.4,0.04
Fidjrosse,Etoile,14,Semaine,Pluie Légère,Zem,7.91,1.22,20.6,0.04
Etoile,Cadjehoun,11,Semaine,Pluie Légère,Zem,4.18,1.37,12.3,0.04
Akpakpa,Calavi,16,Weekend,Pluie Légère,Zem,14.46,1.0,31.0,0.04
Cadjehoun,Akpakpa,8,Semaine,Forte Pluie,Voiture,6.19,2.6,42.8,0.02
Fidjrosse,Cadjehoun,21,Semaine,Pluie Légère,Zem,3.92,1.43,12.0,0.04
Calavi,Fidjrosse,14,Semaine,Pluie Légère,Zem,9.53,1.55,31.7,0.04
Cadjehoun,Zongo,11,Weekend,Pluie Légère,Voiture,2.81,1.0,4.7,0.01
Cadjehoun,Zongo,1,Semaine,Ensoleillé,Zem,2.81,1.14,5.5,0.04
Fidjrosse,Etoile,4,Semaine,Pluie Légère,Voiture,7.91,1.21,15.9,0.01
Cadjehoun,Zongo,12,Semaine,Ensoleillé,Zem,2.81,1.52,7.3,0.04
Fidjrosse,Akpakpa,19,Semaine,Ensoleillé,Zem,10.0,3.34,57.2,0.04
Akpakpa,Zongo,22,Semaine,Pluie Légère,Voiture,3.38,1.14,6.4,0.01
Fidjrosse,Etoile,7,Semaine,Ensoleillé,Voiture,7.91,3.08,32.4,0.01
Fidjrosse,Calavi,13,Semaine,Forte Pluie,Voiture,9.53,1.2,30.6,0.02
Etoile,Fidjrosse,14,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Fidjrosse,Zongo,0,Semaine,Ensoleillé,Zem,6.66,1.2,13.7,0.04
Calavi,Cadjehoun,20,Semaine,Ensoleillé,Voiture,11.27,1.57,23.6,0.01
Akpakpa,Fidjrosse,2,Semaine,Ensoleillé,Voiture,10.0,1.48,19.7,0.01
Etoile,Calavi,16,Semaine,Ensoleillé,Zem,12.72,1.45,31.6,0.04
Calavi,Zongo,18,Semaine,Ensoleillé,Voiture,12.45,2.63,43.7,0.01
Zongo,Etoile,13,Semaine,Ensoleillé,Voiture,1.45,1.16,2.2,0.01
Akpakpa,Calavi,21,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Akpakpa,Zongo,22,Semaine,Pluie Légère,Voiture,3.38,1.54,8.6,0.01
Zongo,Calavi,7,Semaine,Ensoleillé,Zem,12.45,2.21,47.2,0.04
Calavi,Etoile,19,Semaine,Pluie Légère,Bus,12.72,2.9,92.2,0.005
Cadjehoun,Zongo,2,Semaine,Ensoleillé,Zem,2.81,1.24,6.0,0.04
Etoile,Akpakpa,4,Semaine,Forte Pluie,Zem,2.12,1.39,10.1,0.16
Cadjehoun,Etoile,8,Semaine,Pluie Légère,Voiture,4.18,2.65,18.5,0.01
Zongo,Akpakpa,5,Weekend,Pluie Légère,Bus,3.38,1.0,8.4,0.005
Akpakpa,Calavi,21,Semaine,Ensoleillé,Bus,14.46,1.26,36.3,0.005
Akpakpa,Cadjehoun,1,Semaine,Pluie Légère,Voiture,6.19,1.53,15.7,0.01
Akpakpa,Calavi,4,Semaine,Ensoleillé,Bus,14.46,1.4,40.5,0.005
Etoile,Fidjrosse,22,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Calavi,Fidjrosse,0,Semaine,Pluie Légère,Voiture,9.53,1.17,18.6,0.01
Calavi,Cadjehoun,19,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Zongo,Etoile,22,Semaine,Ensoleillé,Voiture,1.45,1.46,2.8,0.01
Akpakpa,Etoile,10,Semaine,Pluie Légère,Voiture,2.12,1.2,4.3,0.01
Akpakpa,Calavi,6,Semaine,Ensoleillé,Zem,14.46,1.32,32.6,0.04
Zongo,Cadjehoun,14,Semaine,Ensoleillé,Zem,2.81,1.42,6.9,0.04
Calavi,Etoile,21,Weekend,Ensoleillé,Voiture,12.72,1.0,17.0,0.01
Fidjrosse,Calavi,23,Semaine,Ensoleillé,Zem,9.53,1.24,20.2,0.04
Fidjrosse,Akpakpa,21,Semaine,Ensoleillé,Voiture,10.0,1.29,17.2,0.01
Calavi,Fidjrosse,2,Weekend,Forte Pluie,Voiture,9.53,1.0,25.4,0.02
Zongo,Fidjrosse,19,Semaine,Pluie Légère,Voiture,6.66,3.52,39.1,0.01
Zongo,Fidjrosse,2,Semaine,Ensoleillé,Voiture,6.66,1.57,13.9,0.01
Zongo,Cadjehoun,0,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Calavi,Akpakpa,20,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Cadjehoun,Zongo,0,Semaine,Ensoleillé,Zem,2.81,1.36,6.6,0.04
Akpakpa,Calavi,16,Semaine,Ensoleillé,Zem,14.46,1.1,27.4,0.04
Calavi,Fidjrosse,1,Weekend,Pluie Légère,Voiture,9.53,1.0,15.9,0.01
Fidjrosse,Cadjehoun,19,Semaine,Ensoleillé,Zem,3.92,2.81,18.9,0.04
Cadjehoun,Etoile,5,Weekend,Pluie Légère,Zem,4.18,1.0,9.0,0.04
Cadjehoun,Fidjrosse,7,Semaine,Ensoleillé,Voiture,3.92,2.92,15.3,0.01
Calavi,Etoile,15,Semaine,Ensoleillé,Voiture,12.72,1.27,21.5,0.01
Etoile,Zongo,18,Semaine,Ensoleillé,Voiture,1.45,2.99,5.8,0.01
Akpakpa,Fidjrosse,0,Semaine,Ensoleillé,Zem,10.0,1.42,24.3,0.04
Cadjehoun,Akpakpa,2,Semaine,Ensoleillé,Zem,6.19,1.16,12.3,0.04
Calavi,Etoile,2,Semaine,Ensoleillé,Voiture,12.72,1.24,21.0,0.01
Calavi,Zongo,4,Semaine,Ensoleillé,Zem,12.45,1.35,28.9,0.04
Fidjrosse,Akpakpa,11,Semaine,Ensoleillé,Voiture,10.0,1.26,16.8,0.01
Etoile,Akpakpa,11,Semaine,Ensoleillé,Zem,2.12,1.6,5.8,0.04
Zongo,Akpakpa,12,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Cadjehoun,Calavi,8,Weekend,Ensoleillé,Voiture,11.27,1.0,15.0,0.01
Cadjehoun,Fidjrosse,6,Semaine,Ensoleillé,Zem,3.92,1.32,8.9,0.04
Calavi,Zongo,18,Semaine,Ensoleillé,Voiture,12.45,3.77,62.5,0.01
Cadjehoun,Zongo,21,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Etoile,Calavi,18,Semaine,Ensoleillé,Zem,12.72,3.81,83.2,0.04
Akpakpa,Zongo,5,Semaine,Pluie Légère,Zem,3.38,1.52,11.0,0.04
Etoile,Cadjehoun,12,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Cadjehoun,Calavi,10,Semaine,Ensoleillé,Zem,11.27,1.12,21.7,0.04
Akpakpa,Calavi,12,Semaine,Ensoleillé,Voiture,14.46,1.57,30.3,0.01
Akpakpa,Fidjrosse,21,Semaine,Pluie Légère,Zem,10.0,1.16,25.0,0.04
Fidjrosse,Calavi,14,Semaine,Ensoleillé,Bus,9.53,1.12,21.3,0.005
Zongo,Cadjehoun,20,Semaine,Ensoleillé,Bus,2.81,1.31,7.3,0.005
Calavi,Cadjehoun,12,Semaine,Ensoleillé,Zem,11.27,1.2,23.1,0.04
Akpakpa,Calavi,21,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Fidjrosse,Etoile,18,Semaine,Ensoleillé,Zem,7.91,2.53,34.3,0.04
Fidjrosse,Cadjehoun,7,Weekend,Ensoleillé,Zem,3.92,1.0,6.7,0.04
Etoile,Fidjrosse,7,Semaine,Ensoleillé,Voiture,7.91,2.72,28.7,0.01
Cadjehoun,Calavi,9,Semaine,Ensoleillé,Voiture,11.27,2.65,39.8,0.01
Fidjrosse,Akpakpa,15,Semaine,Pluie Légère,Voiture,10.0,1.44,24.0,0.01
Calavi,Fidjrosse,22,Semaine,Ensoleillé,Voiture,9.53,1.19,15.2,0.01
Etoile,Cadjehoun,12,Weekend,Pluie Légère,Voiture,4.18,1.0,7.0,0.01
Etoile,Cadjehoun,8,Semaine,Ensoleillé,Zem,4.18,3.18,22.8,0.04
Zongo,Akpakpa,19,Semaine,Forte Pluie,Voiture,3.38,3.98,35.8,0.02
Zongo,Fidjrosse,18,Semaine,Ensoleillé,Voiture,6.66,2.98,26.5,0.01
Calavi,Akpakpa,15,Semaine,Ensoleillé,Voiture,14.46,1.42,27.4,0.01
Cadjehoun,Etoile,6,Semaine,Ensoleillé,Zem,4.18,1.58,11.4,0.04
Cadjehoun,Akpakpa,18,Semaine,Ensoleillé,Voiture,6.19,2.45,20.2,0.01
Akpakpa,Zongo,11,Weekend,Pluie Légère,Zem,3.38,1.0,7.2,0.04
Zongo,Akpakpa,14,Semaine,Ensoleillé,Voiture,3.38,1.31,5.9,0.01
Fidjrosse,Zongo,22,Weekend,Ensoleillé,Zem,6.66,1.0,11.4,0.04
Fidjrosse,Zongo,10,Semaine,Ensoleillé,Bus,6.66,1.53,20.3,0.005
Zongo,Akpakpa,10,Semaine,Pluie Légère,Voiture,3.38,1.57,8.8,0.01
Etoile,Akpakpa,5,Semaine,Ensoleillé,Zem,2.12,1.4,5.1,0.04
Cadjehoun,Etoile,1,Semaine,Ensoleillé,Zem,4.18,1.17,8.4,0.04
Cadjehoun,Fidjrosse,10,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Akpakpa,Cadjehoun,18,Weekend,Pluie Légère,Voiture,6.19,1.0,10.3,0.01
Zongo,Akpakpa,5,Semaine,Ensoleillé,Bus,3.38,1.55,10.5,0.005
Etoile,Cadjehoun,13,Semaine,Ensoleillé,Voiture,4.18,1.19,6.6,0.01
Fidjrosse,Calavi,19,Semaine,Ensoleillé,Voiture,9.53,2.84,36.0,0.01
Cadjehoun,Calavi,5,Semaine,Ensoleillé,Voiture,11.27,1.29,19.4,0.01
Cadjehoun,Etoile,16,Weekend,Ensoleillé,Voiture,4.18,1.0,5.6,0.01
Fidjrosse,Calavi,9,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Etoile,Calavi,0,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Etoile,Fidjrosse,2,Semaine,Ensoleillé,Zem,7.91,1.32,17.9,0.04
Zongo,Fidjrosse,7,Semaine,Forte Pluie,Voiture,6.66,3.62,64.3,0.02
Zongo,Fidjrosse,7,Semaine,Pluie Légère,Voiture,6.66,3.64,40.5,0.01
Calavi,Etoile,21,Semaine,Ensoleillé,Zem,12.72,1.46,31.8,0.04
Akpakpa,Zongo,14,Semaine,Ensoleillé,Bus,3.38,1.11,7.5,0.005
Cadjehoun,Zongo,23,Semaine,Ensoleillé,Zem,2.81,1.38,6.7,0.04
Zongo,Cadjehoun,6,Weekend,Forte Pluie,Voiture,2.81,1.0,7.5,0.02
Etoile,Zongo,10,Semaine,Ensoleillé,Zem,1.45,1.47,3.7,0.04
Fidjrosse,Zongo,6,Semaine,Forte Pluie,Zem,6.66,1.32,30.2,0.16
Etoile,Fidjrosse,3,Weekend,Ensoleillé,Voiture,7.91,1.0,10.5,0.01
Cadjehoun,Fidjrosse,11,Weekend,Pluie Légère,Bus,3.92,1.0,9.8,0.005
Etoile,Cadjehoun,13,Semaine,Ensoleillé,Zem,4.18,1.57,11.3,0.04
Calavi,Cadjehoun,18,Semaine,Pluie Légère,Zem,11.27,3.68,88.9,0.04
Fidjrosse,Etoile,20,Semaine,Pluie Légère,Voiture,7.91,1.42,18.7,0.01
Akpakpa,Etoile,13,Weekend,Pluie Légère,Zem,2.12,1.0,4.5,0.04
Fidjrosse,Cadjehoun,23,Semaine,Ensoleillé,Zem,3.92,1.13,7.6,0.04
Akpakpa,Cadjehoun,15,Semaine,Pluie Légère,Zem,6.19,1.43,18.9,0.04
Calavi,Zongo,12,Weekend,Pluie Légère,Zem,12.45,1.0,26.7,0.04
Akpakpa,Etoile,21,Semaine,Pluie Légère,Voiture,2.12,1.56,5.5,0.01
Zongo,Fidjrosse,19,Semaine,Ensoleillé,Zem,6.66,2.88,32.9,0.04
Akpakpa,Calavi,21,Semaine,Forte Pluie,Zem,14.46,1.52,75.3,0.16
Akpakpa,Calavi,3,Semaine,Ensoleillé,Zem,14.46,1.26,31.1,0.04
Calavi,Fidjrosse,10,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Fidjrosse,Zongo,6,Weekend,Forte Pluie,Voiture,6.66,1.0,17.8,0.02
Calavi,Zongo,13,Semaine,Ensoleillé,Voiture,12.45,1.39,23.0,0.01
Etoile,Akpakpa,10,Semaine,Pluie Légère,Zem,2.12,1.42,6.5,0.04
Cadjehoun,Akpakpa,21,Semaine,Forte Pluie,Zem,6.19,1.44,30.5,0.16
